input	output
orin nadan de, nikan -i qouha dobori duiqi ging ni dubede axxafi, dalingho -i baru jime tofohon ba -i dubede isinjiha be, karun -i niyalma safi alanjiha manggi,	二十七日，明兵四更末启行，朝大凌河而来，距城十五里时哨卒见之来报。
tere inenggi seter -i elqin, dung daiqing ni elqin, haihv -i elqin isinjiha,	是日，色特尔之使臣、东戴青之使臣、海虎之使臣至。
uju jergi fujiyang de jakvn tanggv orin yan, jai jergi de juwanta yan ekiyeniye,	一等副将赏银八百二十两，次等副将各减十两；
abka meni uru be urulehe,	上天以我为是，
de xeng men dukai teisu iliha qouha, daitung ni zung bing guwan man gui, siuwan fu -i zung bing guwan heu xi lu -i qouha biheni, yargiyalame tuwabufi	遣人查实，集德胜门之兵乃是大同总兵官满桂、宣府总兵官侯世禄兵。
abka jurqerakv,	天道不违，
karaqin -i juwe gvsai morin losa sunja tanggv juwan, eihen juwe minggan sunja tanggv uyunju, ihan emu minggan emu tanggv nadanju, niyalma ilan minggan ilan tanggv, honin emu tanggv,	喀喇沁二旗，马骡五百一十、驴二千五百九十、牛一千一百七十、人三千三百、羊一百，
suweni eme sargan juse be, te ainqi suwembe tun be ejelehe seme dere banime ujimbi kai,	今尔等已占据其岛，因顾情面，收尔老母、妻子养之。
niyalma nadanjuta juru,	各赐人七十对、
be kenehunjeme gvnirakv,	我则无所疑虑。
emu xusai be bahafi, hoton -i ejen douli, qouhai hafasa, geren irgen be daha sere bithe jafabufi unggihe,	获一生员，令持书往谕驻城道员、军官及庶民降。
gulu lamun de goiha fujiyang deng qang qvn de dehi haha, siuwei dai hv de orin haha, canjiyang u liyang fu de tofohon haha, iugi lii i hvng de juwan haha,	分隶正蓝旗副将邓长春名下男丁四十人、薛大湖名下男丁二十人、参将吴良辅名下男丁十五人、游击李一洪名下男丁十人；
majige nekeliyen doro be mujilen arame waliyame unggihe turgunde, ainu tutala jaka be dorolome benjihe,	薄具菲仪，遣人致祭，聊以展忱，何必赠若许礼物。
donjiqi, han, ning yuwan de aqambi sembi,	闻汗于宁远议和，
dalingho -i tai de afanjiha inenggi, bayarai tu be gaifi dosifi ulan de isitala waha,	来攻大凌河台之日，率护军纛进击，追杀至城壕。
dahaha monggo -i beise be faquhvn seme enquleme gvsa obufi yabure be nakabuha,	因归顺之蒙古诸贝勒所行悖乱，不令另编为旗。
sikse kiru sara gamahakv seme jurgan -i niyalma honin gaimbi sembi,	昨因未举旗伞，部人议罚羊。
ineku tere orin jakvn de, pu iugi ini jui sargan be bahakv seme mende aqanjiha bihe,	是日，卜游击以寻觅妻子不得，来见我等。
iqe jakvn de, goloi jeqen -i hoton de tehe geren ambasa be, boljohon -i aniya wajiha seme mukden heqen de isabufi,	初八日，召驻守边城年满之诸臣至盛京城，
giyan qang ni sun xou ye, si dade jung giyvn bihe,	“建昌之孙绍业，尔原系中军。
iqe juwe de, taizu -i foni fe gungge amban eidu baturu -i jui turgei, uju jergi iugi be wesibufi, ilaqi jergi zung bing guwan obufi, gvsa de ejen sindaha,	初二日，以太祖时旧功臣额亦都巴图鲁之子、一等游击图尔格依为三等总兵官，并授为固山额真；
iqi, emte ihan be gajinju,	若有，则各携一牛前来，
juwan nadan de, han, degelei taiji -i ajige jui akv oho seme aqaname genefi amasi jidere de, helen jafame genehe urse, ilan nikan bahafi gajiha,	十七日，汗以台吉德格类幼子伤，亲往慰之。返还时遇前往捉生人等获汉人三名解至，
iqe ilan de, solho -i i jeu de neneme hvdaxaha eden -i jalin de, orhoda benehe mafuta, muhu isinjiha.	初三日，因前次贸易亏欠，往朝鲜义州送人参之马富塔、穆呼还。
amasi jidere de, alin de xanqilaha monggo de juleri dosika,	引军还时，率先进击蒙古山寨，
julgei kouli be tuwaqi, fejergi weile dele hafuname ohode, abkai fejergi taifin ojorakvngge akv, fejergi weile dalibufi dele hafunarakv ohode, abkai fejergi faquhvrarakvngge akv sehebi,	古语云，下情上达，天下罔不治；下情上壅，天下罔不乱。
jai emu jergi sirambi.	准袭一次。
tere inenggi, han, juse -i jakade giyaribuha bade genere de, sara kiru gamahakv seme,	是日，汗往诸子避痘所，未举旗伞，故
uhereme ilan tanggv gvsin jakvn haha be bahafi waha,	斩男丁三百三十八人。
ume firgembure,	勿令泄密。
uju de bayan nirui namida tafaka,	巴彦牛录下纳米达先登，
orin ilan de, han, yamun de tuqifi, beise ambasa geren irgen be isabufi hvlaha gisun,	二十三日，汗御殿，集诸贝勒大臣众民等宣谕曰：
iqe de, uju jergi fujiyang jang k’o mu, zu k’o fa, zu je r’un, zu je hvng, cou gung qeng, liu tiyan lu, jang cun r’in,	初一日，赏一等副将张洪谟、祖可法、祖泽润、祖泽洪、曹恭诚、刘天禄、张存仁等
han -i bithe, joriktu, dai darhan, sirantu, xamba de unggihe,	“汗致书卓里克图、岱达尔汉、西兰图、沙木巴等人：
foloho enggemu emke, tuktuma uksin emke, hilteri uksin emke, xi qing latubuha tampin emke, fa lan latubuha tampin emke, xi qing latubuha hvntahan taili emu juru,	雕鞍一、暗甲一、明甲一、贴石青壶一、贴珐琅壶一、贴石青盅碟一套、
doro aqafi taifin banjire be buyeme unenggi mujilen -i takvraha,	我愿和好，共享太平。是以诚心遣使，
utala tuwa de fuqihiyalabuqibe murime tafafi gaihangge, musei gurun de tuqike uju jergi baturu kai,	“数次冒火，奋力登城取之，乃我国第一等勇士也。
gemu sain -i yabuha seme jabuha,	行间俱无恙。”
bai dere dasafi tubihe saikv sindafi, han de tung fuma geren hafasa halanjame arki jafame omibufi, han inu majige omiha,	仅设席陈有果物酒肴。佟驸马及众官轮番向汗进酒，汗亦稍饮之。
orin uyun de, birai ergide genehe qouhai mejige alanjiha,	二十九日，来报前往黄河一带之军情，
orin juwe de, guyeng hoxouqi genehe, ede kunesun emu honin buhe.	二十二日，古英和硕齐还，赐一羊用作行粮。
susai hehe, orin morin, juwan jakvn ihan, usan -i morin be hahafi gajiha seme, jai jergi jalan -i janggin be uju jergi jalan -i janggin obuha,	获妇女五十口、马二十、牛十八，并得兀山之马以归。因擢二等甲喇章京为一等甲喇章京，
tere inenggi, abalara emu nirui juwanta yafahan, bele unure sunjata niyalma, emu niru de emte janggin, emu jalan de emte amban, emu gvsa de emte fujiyang,	是日，每牛录步兵十人、背米人五、章京一员，每甲喇大臣一员，每旗副将一员
amba qouha gidaha doroi tu sisifi buren burdeme han, beise, qouhai ambasa, abka de ilan jergi niyakvrafi uyun jergi hengkilehe,	遂以大捷竖纛鸣螺，汗率诸贝勒及领兵大臣拜天，行三跪九叩礼。
ama han -i bisire fonde, ubai be sain sembihe,	“乌拜之贤，父汗在日，曾蒙嘉奖，
karaqin -i sereng taiji -i jui gumushi taiji, tumet jaisang taiji -i jui guru taiji,	喀喇沁部色棱台吉之子古木斯喜台吉、土默特部斋桑台吉之子古鲁台吉，
sunja giyansi be waha,	乃杀其五人，
tere inenggi, kvrqan baksi, dayaqi tabunang, muqengge, siuwan fu -i xen du tang, dung zung bing guwan de sung lii benjihe karu seme, han -i juwe morin benehe bihe,	是日，先是，汗备马二匹，遣库尔禅巴克什、达雅齐塔布囊及穆成格回赠宣府沈都堂、董总兵官，以答谢其送礼之情。
mini baru sain seme nikan han jafafi, liyoudung ni heqen -i lou de horiha bihe,	因与我通好，为明帝监禁于辽东城。
doroi jurgan -i ambasa, meni meni gvsai usin weilehe weilehekv be, jeku bisire akv be baiqa,	“详查各旗所属之人孰能耕种孰不能耕种，孰有粮孰无粮。
ninggun niyalma jakvn morin be bahafi gajiha,	俘六人，获马八解至。
elqin yabure emu udu niyalma be waha seme mangga ombiu,	即杀一二使者，可谓之强者乎，
uheri emu minggan emu tanggv dehi ninggun,	共一千一百四十六；
iqe de, aru -i sonom taiji de, emu gequheri goksi, foloho umiyesun de loho hvwaitahai, foloho jebele de beri niru sisihai, irjam taiji de, emu haksan suje -i sijigiyan buhe.	初一日，赐阿鲁部索诺木台吉蟒缎无披肩披领一、系腰刀镂花腰带、插有弓矢雕花撒袋，赐伊尔扎木台吉金黄缎袍一。
ishun aniya niyaneiha tuqire onggolo, qahar de qouha fideme tuqimbi,	明年返青前调兵往征察哈尔。
gulu fulgiyan -i arantai, budan, kubuhe lamun -i buxuku, hairai, esede han -i henduhe gisun,	正红旗下阿兰泰、布丹，镶蓝旗下布舒库、海赖等曰：
han g’auzu tai sahafi han sin de aqame saisa be baihai abkai fejergi be bahabi,	汉高祖筑台遇韩信，求贤而得天下。
tere gurun be da ejen de buhe,	人归原主。
musei qouha jihe be saha,	彼等已获悉我军出征，
dalahai -i jui emu morin jafaha bihe,	达拉海之子进马一，
daqi uksin akvngge be ume dabure seme henduhe.	原无披甲者，不计入数内。”
doroi beile -i duka de, doroi beile -i jui gege, gvsai gege -i dahara hehesi ume ebure,	至多罗贝勒府门，多罗贝勒之女格格、固山格格之随侍妇人无须下马，
ere gese babe saqi tafula,	凡此种种，一经闻知，即当直谏。
qahar han be goro boxoho,	言我逐察哈尔汗远遁，
lu geu kiyou -i yafahan qouha be gulu xanggiyan, kubuhe xanggiyan, gulu lamun aqan gidaha,	正白、镶白、正蓝三旗，合攻卢沟桥步兵，击败之。
haha juwe tanggv gvsin uyun, hehe juse ilan tanggv gvsin uyun, morin gvsin duin, losa uyun, eihen juwan duin, ihan juwan duin bihe,	携有男丁二百三十九名、妇孺三百三十九口、马三十四、骡九、驴十四、牛十四。
jihe bithe de emu gin orhoda de orin yan salibumbi sehebi,	尔来书云，人参一斤值银二十两等语，
julgei henduhengge, anahvn de tusa, jalu de ebderembi sehebi,	古云：“谦受益，满招损。”
han morilafi fudehe,	汗乘马送之。
yungxun, liyang hiyang ni qargi yafahan qouha be aliha qouha -i emgi gidaha,	永顺复与阿礼哈超哈败良乡一带敌步兵。
te bi simbe amqataqi si ojorakv ofi, jai si wesihun yabuqi ojorakv wasihvn yabuqi ojorakv ohode, si geli mimbe amqataha seme bi geli ombiu,	今我听命于尔，然尔不肯，设尔进退维谷，听命于我，我岂肯乎。
guwefi gung gebu gaifi bisirengge emke biu,	此外曾有一建立功名者乎。
g’abqu lama de suje emke, haqingga boso juwan, foloho enggemu emke, qai emu tanggv bouse,	嘎布楚喇嘛缎一、各色布十、雕鞍一、茶一百包；
bi liyoudung be baha manggi, wesibufi beiguwan -i hergen buhe,	我取辽东后，即举而授以备御职。
tuttu aqaqi gurun bayan bou wesihun oqi, tere jirgaqun eheu,	和议若成，则国富家昌，共享安乐，岂不美哉。
niru boxoro be nakabuha,	解牛录任。
zu be hoton waliyafi jiu,	祖弃城而来，
giuhoto nirui hontoho janggin,	觉霍托系半个牛录章京，
han, geren wang sa, gemu hvturingga mergen dolo genggiyen niyalma kai,	谅汗及众王皆为福智贤明之人也。
ebxeqi weile be hafumburakv, buya aisi be tuwaqi, amba weile be muteburakv sehe be donjihakvn,	论语载：欲速则不达，见小利则大事不成。未曾闻之乎。
dedun tome honin wafi ulebu,	“每宿杀羊而食，
geli hendume, dain be nakafi nendehe amaga weile be getuken gisureki sehebi,	又云：停息干戈，辨明前后诸事。
tereqi enduringge han suwayan qaqari qaha bade jifi sourin de tehe manggi, qouha genehe hoxoi mergen qin wang, hoxoi erke qin wang, doroi beile se, gvsai beise se, geren ambasa be gaifi faidafi iliha manggi,	于是，圣汗入黄幄升座，出征和硕睿亲王、和硕豫亲王及多罗贝勒、固山贝子率诸大臣排班。
meni meni samsime ukafi baire songko akv,	各自逃散，无迹可寻。
babuhai, emgi genehe abai age be aliyahakv ebxeme juleri genefi, weqeme gamara ihan, an -i waliyara uyun -i inenggi be aliyahakv,	巴布海不俟同往之阿拜阿哥，急遽前行，不俟备祭祀所用之牛，亦不俟初九日祭期，
ere gebu be hvlarakv, da gebu be hvlaha de weile.	嗣后，若不称呼此名，仍称呼原名，则罪之。
juwan ilan de gabsihiyan qouhai amban xongkoro baturu, ubai, sudala, omoktu, buyan, oxo, nusan, siteku se,	十三日，遣前锋将领硕翁科罗巴图鲁、乌拜、苏达喇、鄂莫克图、布彦、鄂硕、努山、席特库等，
gvwa bade akv bidere,	他处无有也。
xajin be jurqeme gvsa tu qi fakqafi faquhvn yabuha seme, gendur, haise, jaisang, temurjin -i yaluha morin be enggemu hadala tohohoi gaiha,	因违禁擅离旗纛乱行，遂夺根杜尔、海色、斋桑、特木尔金等所乘鞍马，
kubuhe xanggiyan de goiha fujiyang jang hvng mo de susai haha, lii yvn de dehi haha, canjiyang han dung de tofohon haha, iugi liu liyang qen de juwan haha,	分隶镶白旗副将张洪谟名下男丁五十人、李云名下男丁四十人、参将韩栋名下男丁十五人、游击刘良臣名下男丁十人；
suweni qouha be hoton -i hanqi ume unggire,	勿令尔兵逼近城池，
jilgan tuqike niyalma be fafun -i songkoi tantambi,	喧哗者，依法鞭责。
turgei uju jergi zung bing guwan be, hoton de bata be hanqi halbuhakv afaha, hoton qi tuqifi nikan -i qouha be inu wahabi,	“图尔格依一等总兵官，御敌不令靠近城下，又出城攻杀明兵，
wang beile sede jergi bodome foloho enggemu hadala, uksin saqa, aisin menggun -i tetun, alha gequheri ambula xangnaha.	照诸王、贝勒品极，厚赏雕鞍辔、盔甲、金银器皿、闪缎、蟒缎有差。
tere inenggi, kubuhe suwayan -i qilin de tehe hvsimu iugi be emu beiguwan efulehe,	是日，镶黄旗驻铁岭游击胡希木革一备御职。
dade minde sain banjiha bihe,	“初与我和睦，
abkai buhe dahaha irgen be waha turgunde kenehunjembi,	因尔等屠戮天赐之降民，故疑耳。”
tere inenggi, giya lang jung, fan xusai de yalu seme emte losa, xurdeme dahaha irgen de takvrara niyalma de yalubufi takvra seme juwe losa buhe,	是日，赏贾郎中、范生员各骡一，以资乘骑。又赏附近降民及差役骡二，以备差遣时乘骑。
tereqi geteqi tolgin,	及醒，乃梦也。
qouha be gajime mutere gese oqi, qouha be gajime jiu,	若能携军而来，即携之来；
sekei hayaha jibqa emte, sekei dahv emte, sekei sijigiyan jibqa emte,	貂镶皮袄一，貂皮端罩一，貂皮袍一，
gvnadai ilaqi jergi meiren -i janggin,	古纳岱系三等梅勒章京，
fusihvn gurun -i mutere ba waka ofi, tuttu amasi julesi hebdeme toktobufi, wesihun gurun alime gaiha,	非敝国所能办，是以往复商定，蒙贵国收纳，
canjiyang iugi de houxan jakvn tanggv, honin emke, arki juwe malu bumbi,	参将、游击赐纸八百张、羊一只、酒二瓶，
jidere de jugvn de musei ukaka ilan ukanju be bahafi gajiha.	途中复获我国逃人三解至。
ba bade afaha sain seme wesibuhe.	转战各地，骁勇善战，是以擢升。
silun uyun, tasha sukv duin, hailun dehi jakvn, niuhe sukv juwe, dobihi duin, ulhu -i iqu ilan, ulhu sunja tanggv ninju ninggun, solohi iqu juwe, solohi emu tanggv jakvnju nadan,	猞猁狲皮九、虎皮四、水獭皮四十八、狼皮二、狐皮四、灰鼠皮筒子三、灰鼠皮五百六十三、黄鼠狼皮筒子二、黄鼠狼皮一百八十七、
musei gurun ehe kiyangdu mujilen be ainu nakarakv,	“我国之人，其邪恶之念何以不休。
xajin be jurqeme morin ihan eihen losa be meteqi weqeqi, yengsi sarin de waqi, buqehe niyalma de sindaqi, wafi unqaqi, aha juxen gerqilehe de, gerqi be hokobumbi,	若有违禁宰杀者，被奴仆首告，则准首告者离主，
manggvltai beile yamji ilaqi hoihan sindafi abalame jidere de, gurgu de feksifi tuheke, meiren nimehe,	日暮，第三次放围逐兽时，莽古尔泰坠马伤肩。
te jamaraha de, tere baksan -i ejen de tuhere an -i weile, jamaraha niyalma be tantambi,	今若喧哗，坐该管队额真以应得之罪，其喧哗者杖。
buyantu be dade mou mergen be ajigen seme nirui ejen beiguwan bihe,	以茂墨尔根年幼，由布颜图暂代牛录额真备御。
tere dailara de amin beile, jirgalang taiji, ajige taiji, dudu taiji, yoto taiji, xoto taiji, jakvn amban geren qouha be unggihe bihe,	时遣贝勒阿敏、台吉济尔哈朗、台吉阿济格、台吉杜度、台吉岳托、台吉硕托及八大臣率众兵前往。
dayan ubasi de tuktuma uksin saqa emke, foloho umiyesun emke, menggun -i qara emke buhe.	赐达彦乌巴希暗叶盔甲一、刻花腰带一、银酒海一。
genxu minde alaha,	根舒复告于我。
han, ing de jifi manggvltai beile be toume,	汗还营后，詈莽古尔泰曰：
ubalai de suje emke, moqin samsu jakvn,	吴巴喇缎一、毛青布八；
simiyan -i heqen -i jakade okdofi, tangse de hengkileqi tetendere, han aikabade ojorakv marame okdoqi, aqara bade han tehe sourin qi ume axxara,	但出迎于沈阳城附近，拜堂子即可。汗若不允，坚意出迎，则相见时，汗宜端坐，
jihe bithe de fusihvn gurun be sain ulin be hairambi seme kenehunjere arbun bi,	来书似疑敝国吝惜上等货物，
beile isinjifi, sini saha gaxan be si gaisu seme juwe tanggv qouha be adabufi unggihe,	阿济格贝勒既至，即命彼领兵二百往攻所见之屯，
inde dasame fonjiqi, bou bayan mujangga ofi, aliha amban tanggvdai, sele, lii yan geng, zu je hvng, boigon -i jurgan -i aliha amban inggvldai,	复讯于彼，实系家富。缘是，经承政汤古岱、色勒、李延庚、祖泽洪及户部承政英古尔岱
musei gisurehe gisun, solho meni ubade xusihiyeme jiqi, be jafafi benere, meni uba -i niyalma suweni tubade xusihiyeme geneqi, suwe jafafi benjire sehe bihe,	我等曾相约，朝鲜人若来我地离间，我执而解往；我地之人往尔处离间，尔等执而解至。
solho han -i deu de buhengge,	赏朝鲜国王之弟，
muhaliyan tuherengge bono -i gese, gabtara sirdan aga labsan -i gese,	弹如雹下，矢如雨落。
erei ilan elqin de suje ilan, moqin samsu dehi sunja, dambagu tofohon kiyan buhe,	又赐其使臣三人缎三、毛青布四十五及烟叶十五刀。
uyunju morin baha,	获马九十。
han -i hesei dorolon -i jurgan -i beile hendume,	“礼部贝勒奉汗命谕曰：
ineku tere inenggi, tataha baqi aldangga han, amba beile, geren beise isafi,	是日，汗与大贝勒及诸贝勒集于离宿营地稍远处，
duleke aniya wang zi deng ni jihengge, gvwa -i jalin waka,	去岁王子登前来，非为他事。
dutang ni bithe, iqe duin de liu fujiyang de wasimbuha,	初四日，都堂降书刘副将曰：
dalingho de neneme dosika mudan de, dosifi emu niyalma be gabtame waha,	于大凌河之役，首次进攻时，射毙一人。
tere inenggi, naiman -i hvng baturu, han de aqame juwe kukuri arki gajime jihe,	是日，奈曼部洪巴图鲁携酒二背壶来见汗，
han el juwang ni juwe kuren -i yafahan -i qouha de bayara be gaifi gidaha,	率护军击败汉儿庄两队步兵。
han -i meye korqin -i manjusiri taiji, konggor beile -i jui badun taiji, qeni harangga qouha be gaifi qahar gurun be suqufi, baha olji be gajime orin juwe de han -i qouha de aqanjiha,	汗之妹夫科尔沁台吉满珠习礼、贝勒孔果尔之子台吉巴敦率兵掠察哈尔，
abka na -i sidende biqi ombiu,	岂可容于天地间乎。
ede ejen gulu suwayan -i kasan, kubuhe suwayan -i suldei, gulu fulgiyan -i buyan,	命正黄旗喀山、镶黄旗苏勒德依、正红旗布彦、
te julgei kouli be tuwaqi, dergi qi hendure fejergi qi jabure be gemu enqu enqu ilgahabi,	今阅古制，凡上言下对，各有分别。
tereqi amasi bedereme jidere de, nikan geli tuqifi dahalame jidere be, ajige taiji -i qouha, ing ni qouha amala dahanduhai isinjiha,	我军还营时，明兵复出，尾随而来。阿济格台吉兵及营兵随即至。
meni gurun oilo uttu gisurefi, yargiyan -i hvsun waqihiyame hvda neirakv oqi, abka sakini,	倘我国外为此言而实不尽力开市者，天将鉴之。
enduringge han aikabade geren -i angga de kenehunjeme geren gemu uttu gisurembi, jang cun xin emhun ainahai tuttu ni sehede, geren gemu waka, bi emhun uru ojoro doro biu,	若圣汗因众口而致疑曰：举国皆如此，而张存仁独如彼，岂有众人皆非而张存仁独是之理等语。
jo jeu -i ilan tanggv qouha tuqifi beki qouhai orho mou ganaha niyalma be boxome gajire be uqarafi, hoton de niketele gidaha,	时涿州三百兵追击我博奇超哈樵采者，遇之，即掩杀至城下，
mini ere takvraha de, hvwangdi inu dahvn dahvn -i ambula gvni,	我既遗书往，皇帝宜三思之，
jai dain -i agvra sideri qi wesihun gemu bithe ara,	至军械，自马绊以上俱书字号。
gege niyakvrame alime gaiha,	格格跪而受之。
jai hergengge niyalma de beiguwan -i bodome, emu beiguwan de emte niyalma bu,	再，有职者，每一备御赏一人。
kiru, sara, dahara niyalma nakaha.	均不许用旗、伞及随从人役。
suwe hoqikosaka bisire de, baibi uttu neqime yabumbi,	尔平白无故，如此来犯。
julgei aqaha efujehe ishunde geudenubuhe be feteme gvnime minde ume kenehunjere,	勿以古昔修和弃好、相互匡骗之事为鉴，因而致疑于我。
juwe niyalma sirdan de goifi buqehe,	二人中箭死。
bi urunakv aqaha doro be hairame abka be gingguleme akvmbume banjimbi,	我必珍惜和好之道，敬天求终，
sure han -i jai aniya aniya biyade isinjiha bithe,	天聪二年正月接来书，
lama, maktu, malhvna, sabitu, alaha, inggo hoto bayan aqan, sira kitat, lolo, karun -i mujan, qidahai, murtai, qoboi, ouda, seniuke, fangkala, jamju hontoho,	拉玛、玛克图、玛勒虎纳、萨毕图、阿拉哈、英果霍托与巴彦合为一备御、锡拉奇塔特、罗洛、哨探穆占、齐达海、穆尔泰、绰贝、敖德、色牛克、方喀拉、扎木珠半备御、
suweni baha ulha be duin gvsa dendefi asara, ulin be ubade benju.	至于尔等所获牲畜，分四旗收养，所得财帛送至于此。”
te juwe gurun ishunde sujandufi umai dube akv bisire anggala, ishunde hvwaliyafi uhei teyendere arga be ainu gvnirakv,	今两国与其互为抗御，遥无终期，何不思共谋和好、共享太平之策。
gosingga erdemungge niyalma seqi ombikai,	“可谓人德者也。”
sejen emke, tondo fesin -i suwayan sara juwe, xun dalikv juwe, morin yalure menggun de aisin ijuha mulan emke, menggun de aisin ijuha ise emke, bethe fehurengge emke,	车一、直柄黄伞二、扇二、镀金银马机一、镀金银椅一、足凳一、
tuttu qe hvlame wajiha manggi, hvlaha bithei hafan qe bithe be tukiyeme jafafi hehe hafan de alibume buhe,	读毕册文，该文官举册文授与女官，
uheri be baiqara yamun -i ashan -i amban,	都察院参政，
doroi giyvn wang ni emte da fujin -i mahala -i jingse, amba sifikv, xerin, monggolikv de nadata tana sindambi,	多罗郡王嫡福晋各一人，其帽顶、大簪、金佛头、项圈上各嵌东珠七，
yung ping de tehe amin beile be eteme ainu tafulahakv seme weile arafi hergen efulehe,	为何不力劝驻永平之阿敏贝勒。”论罪，
kouli ejere bithei yamun -i hife, garin, narhvn bithei yamun -i loxo be takvrame, sahaliyen beile -i baru hendume,	乃遣弘文院希福、刚林及秘书院罗硕往谕萨哈廉贝勒曰：
hoxoi gege oqi, doroi fujin -i jergi de etu,	和硕格格冠服规制与多罗福晋同，
orin emu de, genere doroi buhengge,	二十一日，以辞行礼，赐
han, emu ehe morin deji gaifi, ujulaha ambasa de emte sain morin xangnaha,	汗只取劣马一匹，为首大臣各赐良马一匹。
orin jakvn de, amba mama, ajige mama de han -i unggihengge, seke mabala emte, orita kiyan dambagu, emte bouse kijimi,	二十八日，汗转赐大祖母、小祖母各貂皮帽一、烟二十刀、海参一包，
baha morin aika jaka be babutai age de werifi, nadan niyalma be gaifi medege alame, simiyan de juwan duin de isinjiha,	所获马匹诸物，留与巴布泰阿哥，率七人往沈阳报信。十四日，抵沈阳。
qihanggai jolirengge biqi, jihe gvnin be selgiyeme alaki,	若有愿赎者，当宣以来意，
horon -i gelebuqi minde ala seme henduhe manggi, gemu mujangga seme uju gehexeme alime gaiha,	若有恃威恐吓者，则告知于我。谕毕，众称甚是，点头受命，
kubuhe xanggiyan -i gabsihiyan qouha be ubai gaifi, gi jeu -i jugvn de zu -i monggo -i emu minggan qouha dobori aqafi yarume, turgei, suna efu de isibufi emgi gidaha,	乌拜率镶白旗先锋兵，往蓟州途中夜遇祖部蒙古兵一千，诱至图尔格依、苏纳额驸处，合兵击败之。
ere uheri juwan uyun morin ninggun losa bi,	两次共获马十九、骡六。
orin ilan de, holdo gebungge bade deduhe,	二十三日，驻跸霍勒多地方。
meni ere juwan ninggun gurun -i dehi uyun beise inenggi boljofi, jorgon biyade han -i mukden heqen de isanjifi, dorgi beise -i baru uhe hebexefi, han de gisun wesimbume,	等十六部四十九贝勒，约于十二月齐集于汗之盛京城，与在内诸贝勒共议，同奏汗曰，
tere inenggi, hergengge ambasa be meni meni dain de afaha yabuha be gung feteme bithe ara seme arabufi,	是日，命有职大臣等各具战功上奏。
aldasilame dosifi uthai tuqiqi tusa akv,	不入，就此班师为善。若半途而还，无益也。
jai emu qouhai niyalma be bahafi, aita be sanggarjai be dahame jiu sere bithe jafabufi, tese de gamafi bu, weile muteqi hergen bure seme hendufi unggihe,	又获一明兵，令持书往谕爱塔、桑阿尔斋来降。将行，谕之曰：“事若成，则授以职。”
sohon honin aniya qouha jifi mini warkasi golo be waha,	己未年，朝鲜出兵扰害我瓦尔喀什路，
solho -i elqin jihe hafan aqame sunja jergi niyakvrafi sunja jergi hengkilehe,	朝鲜使臣拜见，行五跪五叩礼。
aikabade niyalma ama eme -i endebuku be alara de, jui oho niyalma saixame donjimbime geli algimburengge be, wesihun gurun tere be ai jergi niyalma sembi,	倘有人告其父母之过，为子者喜闻而张扬之，则贵国谓彼为何等人耶。
muse juwe gurun -i doro be suwe gisureme aqabuqi ombikai.	我两国之好，唯尔等说合可也。”
samsika gvsa, qou zung bing guwan -i unqehen -i qouha juwe tai de xanqilaha be ujulame gidaha,	时明巢总兵官军数队分驻山上二台，萨木什喀旗倡先进击，败之，
duin jeqen -i tulergi de urunakv hanqiki gurun bi,	四境之外必有邻邦交则为友，
han, sayang, dayang de emu honin wafi sarilaha, arki omibuha.	汗杀羊一，宴萨扬、达扬等饮酒。
sun dureng de unggihengge, tuktuma uksin galaktun saqa de aisin ijume juwe, suje juwe,	转赐孙杜棱镀金暗细叶甲亮袖盔二、缎二、
sonin, ajuhv hengkilehekv ilihakv ojoro jakade,	索尼及阿珠虎不拜，亦不起立。
esei emgi qouhar be amasi takvrafi unggihe,	时遣朝哈尔与彼等同还。
heqen tuwakiyame abatai taiji, dudu taiji, yangguri zung bing guwan, ilden fujiyang, fuma zung bing guwan tung yang sing,	命阿巴泰台吉、杜度台吉、杨古利总兵官、伊勒登副将及驸马总兵官佟养性等
nenehe bithede ere gvnin bifi, getuken -i jabuhakv,	前书中已有此意，因未敢明答，
ineku tere inenggi, gulu suwayan -i bayara be gabtara yamun de isabufi,	是日，命正黄旗护军集于箭亭，
furdan iugi be, hoton qi tuqire de, jalan -i niyalma be bargiyafi gajihakv seme tuhere an -i weile xang gaiha.	“傅尔丹游击，出城时，不收集本甲喇人以归。”坐应得之罪，追夺赐物。
han -i henduhe gisun be ejefi alanara dabala,	“谨记汗谕，以转告之，
ibai nirui hvsibu be sirame tafaka seme, menggun -i hvntahan de arki tebufi, han -i tantai hiya buhe,	伊拜牛录下胡希布，第二登城，以银盅斟酒，由御前侍卫谭泰赐之，
karun de yabuqi sain seme wesibuhe.	因其于哨所行走骁勇，是以擢升。
jai yaya ambasa hafasa boude bisire de, suwe aiseme gvnimbihe,	再者，凡大臣官员等素日居家时作何感想，
jai heqen sahara jalin hendure bithe ere inu,	至此书所言，专为修城事，
gulu suwayan -i ningguta be guwebuhe turgun,	正黄旗宁古塔免赏缘由：
kesi erdemu tumen bade isinafi, gurun elhe irgen taifin, ehe faquhvn akv ohobi,	恩被万方，国泰民安，终治其乱也。
iqe uyun de, manggvltai beile de nakabure doroi waliyaha,	初九日，初祭莽古尔泰贝勒，
hafan -i beyebe dabume emu tanggv uyun niyalma, nadanju juwe morin jihebi,	官员在内，共来一百零九人，马七十二。
tuttu ofi meni geren be tafula seme unggihe,	故令我等前来劝慰。
