input	output
giyaban gvlha de wase jibsihai emte juru, ginqihiyan hitha -i umiyesun de fungku fadu hvwaitahai emte, sekiyeku boro de amba sorson,	带衬袜股子皮靴一双、系手帕并荷包亮甲叶腰带一、大缨凉帽；
terei jalin ai jobolon waka baharahv seme jailandumbi,	恐遭祸患，相率趋避，
juwe biyade isinjiha bithe,	二月接来书内称：
gisun gaijarakvqi, enen hvnqihin be lashalame wambi seme, gisurerakv,	倘或不听，亲族诛灭，故不敢言。”
fiyanggv -i gvsai lolo, jase tuqike manggi, ini jalan -i mangkv nirui emu niyalma nimeme buqehe be baiqahakv ofi sahakvbi,	费扬古旗下罗洛，出边后，本队所属莽库牛录下一人病故，因未查察，不知此事。
ere ubabe amban niyalma si genggiyen -i bodofi, mini gisun be wesihun hvwangdi de isibufi doro aqame wajiqi, yaya ba -i niyalma, simbe ginggulere be ai hendure.	望大人熟计之，以我之言闻达贵皇帝。倘和事成，无疑两国人民皆敬重尔也。”
han -i takvraha gvnin be tese majige jurqehekv dahara jakade, han -i mujilen tese be dailaqi qihakv ohongge, unenggi jurgan be bahanafi amba weile be mutebure gvnin kai,	汗遣人宣谕，彼不少违，速行依允，汗遂不愿加兵与彼等，此乃诚合于义，克成大业之志也。
bithei da sa ambula ferguweme, kouli be sarkv ofi suqungga doro de ihan wame weqehekv ofi, han qohome ere tolgin de bitubuhabi kai seme,	诸大学士甚奇之，议曰： “前以不知其制，初祭时未尝用牛，汗特梦见也。”
kubuhe lamun -i liu yang sing, wang xi siuwan,	镶蓝旗刘养性、王世选，
aisin gurun -i han hendume,	金国汗谕曰：
meiren -i janggin, bayarai tui janggin de kiru ninggun, fulgiyan mahala etuhe ye bu xeu juwe,	梅勒章京、护军纛章京，小旗六、红帽夜捕手二人；
ambasai gisun akv julesi genere de, jafu, jibqa aqime gaiha niyalmai olji faitambi,	若不奉诸大臣之令，擅自前往驮载毡裘者，即夺其所俘。
uksin saqa de aisin ijume emke, foloho enggemu hadala emke, jebele dashvwan emke, moqin samsu juwan, dambagu orin kiyan, suje emke,	镀金盔甲一、雕鞍辔一、撒袋弓套一、毛青布十、烟二十刀、缎一，
unggihe bithei gisun, manju gurun -i han -i bithe, yuwan amba niyalma de unggihe,	曰：“满洲国汗致书袁大人：
ilan niyalma be jafafi beile de benehe,	执三人来献贝勒。
labatai -i emu tanggv bou, juwe niru, janggin -i gebu okidei, jisukei,	拜珲岱一百家，编为二牛录，章京姓名：乌拉岱、巴颜岱；
han -i bithe be tuwaqi, ini weile ujen ohobi,	“观汗来书，其罪重哉，
silun -i dahv juwe, silun sukv ilan, niuhe sukv juwe, dobihi orin juwe, hailun nadan, seke duin tanggv juwan ninggun, ulhu juwe minggan sunja tanggv, elbihe juwan nadan,	猞猁狲皮端罩二、猞猁狲皮三、狼皮二、狐皮二十二、水獭皮七、貂皮四百十六、灰鼠皮二千五百、貉皮十七。
han, beise wesihun wasihvn amasi julesi dailame yabufi, atanggi amba weile be muteki sembi,	圣汗与诸贝勒转战四方，欲于何时成大事，
jodoho ajige moqin samsu susai, solho -i moqin samsu emu tanggv, solho -i xanggiyan narhvn muwa boso emu tanggv, hiya sese juwe sefere,	织制小毛青布五十、朝鲜毛青布一百、朝鲜细粗白布一百、金丝线二束、
iqe ilan de, han, ini boude mergen daiqing ni amha emhe be sarilame gajire anagan de,	初三日，汗乘召墨尔根戴青之岳父岳母来其家赐宴之便，
ta da, te de, ja je, ya ye fakqan akv,	塔达、特德、扎哲、雅叶无所区别，
suwe gisun be jurqeme aba abalafi, morin turgalafi qouha komso yabuqi, ai yangse seme aqame gajiha deji jeku be halbuhakv.	然尔违谕，用以畋猎，致马匹羸瘠，来兵减少，成何体统。”其来朝所进糗粮尽却之。
tofohon de, manggvltai beile, mergen daiqing, erke qvhur, dudu taiji, houge taiji ilan minggan qouha gaifi, tung jeu bira -i dogon doure babe tuwaname karun gidame gene seme unggihe,	十五日，遣贝勒莽古尔泰、墨尔根戴青、额尔克楚虎尔、台吉杜度、台吉豪格统兵三千人，赴通州河查视渡口处兼捕哨卒。
han, bayara qouha be unggifi, dusi’ wang yan zu be weihun jafafi gajiha,	汗出阅掘壕之地，坐城南山岗，见近百马兵出城，追我樵采之人而来。
sanggan -i emu tanggv bou, juwe niru,	桑安一百家，编为二牛录，
esebe gemu enduringge han hanqi takvrxambi.	此三人皆为圣汗近侍。
juwan ninggun de, han -i sargan gaijara doroi beise -i benjihengge,	十六日，以汗纳福晋礼，诸贝勒进礼。
tereqi geren ing be aliyafi, gemu uksilebufi, han, beise -i beye gaifi feksifi, dolot gurun -i dorji hatan baturu feye bahafi burulame tuqike,	俟大军至，悉行披甲。汗与诸贝勒率军驰击之，多罗特部多尔济哈坦巴图鲁被伤遁走，
menggun -i dongmo emke, dobihi dahv emke, dambagu orin kiyan, bandu bele juwe sin, dabsun emu sin, fon fiyan, ulme tonggo, qai omire moro ilan,	银茶筒一、狐皮端罩一、烟二十刀、稻米二金斗、盐一金斗、胭脂、针线、茶碗三，
solho -i wang lii zung hendume,	朝鲜王李倧曰：
endehe be umai sarkv ehe -i turgunde aniyai doroi benjire jaka be nonggime gaji seme deribuhe,	因尔等不知过愆，故始令增纳岁礼，
ineku orin nadan de, fakv de tehe kvtuktu lama -i bederehe be tuwanabuha qagan lama, biliktu nangsu isinjiha.	是日，奉命往吊法库呼图克图喇嘛之察汉喇嘛、毕礼克图囊苏还。
bi simbe jikini seme holtome enqu tebumbi seme gisurefi, jime wajiha manggi, aifufi gurun -i dolo dosimbuqi, bi simbe holtoqi ombidere,	我若以给地别居为词诱尔来降，尔来后又负约，收为我民，我可欺尔，
ereqi amasi yaya iqe tubihe, iqe jeku bahaqi, kouli ilibume neneme dobonofi jeki sehe.	是日，遣额勒肯劳金等八人并跟役八人，拨给库银千两，往边门贸易。
jou bithe hvlafi irgen be taqibuha,	宣读诏书，教诲人民，
jai gurun irgen daharangge inu akv,	他国人民亦无复来归者矣。
niyalma be holtoqi ombi dere,	人固可欺，
xuxu nirui janggin,	舒舒系牛录章京，
tere niyalma de jafu bithe arafi kiru jafabufi, amasi tere inenggi takvrafi unggihe bithei gisun,	给之，于当日遣还。其札付云，
orin de, isut gurun -i guyeng hoxouqi dehi ilan niyalma be gaifi han de hengkileme jihe.	二十日，伊苏特部古英和硕齐率四十三人来叩见汗。
erei turgunde xangnaha.	故此赏之。
damu juwan aniya oho dain qouha be emu qimari andande sindaki seqi, udu ambula hvsutulehe seme, ilan duin niyalmai alime gaiqi ojorongge waka, ilan juwe gisun de wajirengge waka,	唯十载军旅，欲一旦罢之，虽奋力为之，亦非三四人所能承担及三言两语所能了结者也。
aikabade qouha irgen de jobolon ohode, bithei niyalmai bithei gisureme dalimbiu,	倘军民罹祸，文人岂能操书中之言以相救乎，
abkai hese be alifi forgon be mukdembuhe, gurun -i ten be fukjin ilibuha, ferguwequke gungge gosin hiyouxungga horonggo enduringge han ama -i hvturingga munggan -i enduri sourin -i juleri	“于承天广运圣德神功肇纪立极仁孝武圣汗父福陵神位前：
yaya beise ambasa, meni meni gvsai hvsai hvsun tusa buhe guquse be joboqi, beyei joboho gese yasai muke tuheme gosime gvniqina,	凡贝勒诸臣，当以本旗效力之人之劳苦为念，恻然怜悯。
ini han -i wesimbume unggihe bithe be weijeng lama jafafi geren be gaifi niyakvraha manggi, monggo -i bithei da hife alime gaifi, enduringge han -i juleri niyakvrafi hvlaha,	卫征喇嘛捧其汗奏疏率众跪。蒙古大学士希福受之，跪读于圣汗前。
tereqi bata jai dasame latunjiha manggi, geren be gaifi gidara de, juleri dosifi gidaha,	及敌兵复至，率众军迎战时，彼仍倡先击敌，败之，
qouha emu tanggv orin sunja.	设兵一百二十五看守。”
tereqi funqehe be olji araha.	余俱为奴。
han hese wasimbume, fungnere doroi jaka be bene sehe manggi, gurun -i ejen fujin be fungnere qe, doron be, dere -i ninggude hashv ergide qe, iqi ergide doron sindafi,	圣汗降旨：“着进封赠礼物。”遂将封赠国君福晋册文、玉玺陈于案上，册文置左，玉玺置右，
nikan -i hafan dousi oshon ofi, amban emu jili de wafi, abkai fejergi xeri uju be bolgo obuha,	敢有二心，天即鉴之。
abka weqehe bithe,	祭天图
marame julesi wang ging ni baru yabu seme, laba bileri fulgiyeme qouha uthai juraka,	令向王京进发，遂吹喇叭、喷呐启行。
ere sunja niyalma, turusi, lousa juleri jifi dahabuha monggo -i nadan muqen, niuhe sukv emke, dobihi juwan durime gaiha be monggo alanjifi, dalafi durihe dodo, baisai be waha,	五人，夺取图鲁什、劳萨前行招服蒙古人之锅七、狼皮一、狐皮十，为蒙古人告发。多铎、拜赛为首犯，杀之；
meihe erinde na -i tukiyehe duka be tuqifi juwan ba -i dubede amba sarin sarilafi, dorolome fudefi bederehe,	于巳刻出地载门，至十里外大宴。礼送已毕，还宫。
turgei -i gvsai ilden, qang ping ni hoton de emu kalka isibuhakv turgunde, jakvnju xusiha -i jalin de jakvnju yan, susai yan -i weile, uheri emu tanggv gvsin yan -i weile gaiha.	图尔格依旗下伊尔登，攻昌平城时，未曾携至一盾，拟鞭八十，罚银八十两折赎，另罚五十两，共罚银一百三十两。
dergiqi takvraha ambasa hiyasai dosire tuqire be neneme wasimbuha bithe de toktobuhabi.	至钦差大臣、侍卫等出入，前已颁书制定矣。”
enduringge han, beile be tuwaname genefi majige tehe biqi,	萨哈廉贝勒薨，汗悲恸不已。
han -i hese, darhan baturu de unggihe,	初四日，致蒙古达尔汉巴图鲁书云：
suwe ereqi amasi yaya yaka ba faxxame kiqeme yabuqi, han de sain seme alafi hafan wesibure.	曰：“嗣后，尔等无论于何地，凡能勤力勉为，即荐之于汗，擢升为官。”
neqin foloho touhan -i umiyesun de fungku fadu hvwaitahai emte, giyaban gvlha de wase jibsihai emte juru, suje emte, suje -i hvsihan emte, moqin nadata,	系手帕荷包平雕带板腰带一、加袜股子皮靴一双、缎裙一、毛青布七、
suwe aqaki seqi, bi ojorakv dain ofi mini niyalma wabuqi, suweni warangge waka, miningge be bi warangge kai,	尔若欲和好而我不从，致起兵端，我民被诛，则非尔诛之，乃我自诛者也。
wesibun gurun tere be jing gisurerengge, gvnin inu kiqembi kai,	贵国常念及此事，可见其意甚笃。
tere inenggi, jalait gurun -i minggandari beile, sonom taiji, sereng taiji, uheri susai duin guqu be gajime han -i qouha genefi jihe doroi hengkileme jihe,	是日，扎责特部明安达里贝勒、索诺木台吉、色棱台吉共率从者五十四人，以汗旋师前来朝贺。
guru de sahalqa seke juwan buhe,	古鲁黑貂皮十；
qilin de afafi juwe feye baha seme emu niyalma buhe,	于铁岭之役，中伤二处，赐一人。
neneme jalan akv be ume gaijara seme xajilahangge, ere inu emu kouli kai.	昔禁乱伦婚娶者，亦此例也。”
suwe gaisu,	至用何计取之，
horon be algimbure duka, erdemu -i elbire duka, enteheme goro elhe obure duka, wembuhe be algimbure duka, goroki be toktobure duka seme bithe arafi han de tuwabure jakade,	扬威门、昭德门、永安门、兴化门、定远门，进呈御览。
tuhere an -i weile gaiha,	依律罚赎。
ongniyot -i dureng giyvn wang ni nadan tanggv bou, juwan duin niru, janggin -i gebu batu, badarahv, haisakv, dongqong, xajindara, qoi, qoiskeb, genggene, garma, bakin, bahai, arana, bahvndai, ebugen,	翁牛特部杜棱郡王之七百家，编为十四牛录，章京姓名：巴图、巴达喇虎、海萨库、冬崇、沙金达喇、绰依、绰依斯克布、庚格讷、嘎尔玛、巴钦、巴海、阿喇纳、巴珲岱、额布根；
hoxoi mergen qin wang, hoxoi erke qin wang, hoxoi fafungga qin wang, hoxoi mutebure qin wang,	召和硕睿亲王、和硕豫亲王、和硕肃亲王、和硕成亲王，
sansi qin jin ba -i emu genggiyen niyalma, tolgin de sini aisin -i beyebe sabufi aqaki sembi,	山西秦晋地方一明士，梦中欲得见尔金身，
hinggan qi aqaha de, tesei yaya emu gvsai hvdai menggun tumen yan qi wesihun funqehe de, gulugudei si tumet -i ujui amban -i fejergi niyalma be ini menggun -i ejen be gamame,	若于兴安相遇，彼等每旗所剩价银在万两之上，则古鲁古德依携土默特部为首大臣之属下人及其银主
kubuhe lamun -i baduri, gulu xanggiyan -i asan, kubuhe xanggiyan -i singne,	镶蓝旗巴都里、正白旗阿山、镶白旗星讷，
donggor beyei nirui janggin -i gebu,	东果尔本牛录章京姓名：
si aqambi seme yabumbime, emdubei ibeme heqen hoton dasarangge,	尔一面遣使议和，一面急修城垣。
taizu, taiheu -i enduri sourin de ineku sahaliyan ihan honin wafi,	太祖、太后神位前仍刑乌牛、乌羊，
te -i lama sabe holo seqi aqambi,	今之喇嘛，当称为妄人，
bi mini etuhe dobihi qabi jibqa, sahaliyan dobihi mahala, aisin -i umiyesun, sujei gvlha unggihe bihe,	我曾以我所服之狐欣皮袄、黑狐帽、金腰带、缎靴赐之也。
yung ping, dalingho -i nikan hafasa be beiguwan qi fusihvn, xeubei dusi’ qi wesihun, dorolon -i jurgan be sarila seme sarilabuha.	其永平、大凌河备御以下，守备、都司以上各汉官，命礼部宴之。
tere inenggi yengtu de deduhe,	是日，驻跸营图。
daiming gurun jase -i tulergi meni emu gisun -i yehe gebungge bade yehe gurun de dafi, qouha tuwakiyame tefi, membe waki seme kiqere be,	而明国助边外与我语言相通之叶赫部，遣兵驻守，图谋害我。
gebu yang xu be, jeu xang wen, qiu zi min, u zi i, qen xang de, lo siyan yung, iui iu, lii zi g’au, lo qou siyang, lo tiyan qeng.	其名为杨汝伯、周尚文、邱子民、武子义、陈尚德、罗宪永、于有、李子高、罗超群、罗天成。
tere hengkilere de, han -i juwe ashan de juwe niyalma ilifi, emu niyalma, tenteke beile, tenteke amban, aniya se baha seme geren be gaifi hengkilembi seme hvlaha manggi, emu hafan niyakvra hengkile seme hvlara be tuwame hengkilehe,	行礼时，汗之两侧有二人侍立，一人鸣赞：“某贝勒某大臣率众行礼，庆贺元旦。”一官员赞叩拜，众即拜之。
tofohon de, elqin jihe liu hing pei, juwe qiyanzung genehe,	我双方果能践盟，忠以相处，天地佑之，俾克永寿。”
abka na be hvlame buqehe kai,	彼有何辜，
fujiyang lii guwe han tu -i ejen, fujiyang sun de gung tere qouhai ejen, ere juwe fujiyang de gvsita yan menggun xangnaha,	纛额真副将李国翰、守军主帅副将孙得功二人，各赏银三十两；
juwan de, bithe qouhai nikan hafasa de taqibume henduhe gisun,	初十日，谕汉文武各官曰：
ilaqi de korqin -i bingtu wang ni muhaliyan, duin niyalma waha,	第三，科尔沁部冰图王下穆哈连，斩四人；
agv gebungge bade amqanafi, mouminggan -i ujulafi genehe duin beile be waha,	追至阿古地方，斩茂明安倡首叛逃贝勒四人，
morin emte, beyei morin emte, duin kutule de beise -i morin emte yalubufi, ede burkan, ulai, haningga, yasita be ejen arafi, guwangning ni ergi de helen jafame unggihe,	各给马一匹，自备马一匹；士卒四人，各给贝勒之马一匹。命布尔坎、乌赖、哈宁阿、雅西塔为首，遣往广宁一带捉生。
gvsai beise se aqame wajiha manggi, gvsai ejen baintu age, yeqen, asan, turgei, darhan efu, yekxu, tantai, samsika, siran siran -i ibefi emu jergi niyakvrafi hengkilefi buhi be tebeliyeme aqaha,	诸固山贝子见毕，固山额真拜音图阿哥、叶臣、阿山、图尔格依、达尔汉额驸、叶克舒、谭泰、萨木什喀依次进前，行一跪一叩礼，抱膝见。
ineku orin jakvn de, juleri solho -i wang be kame genehe hoxoi erke qin wang ni takvraha mujilen bahabukv kiqungge,	是日，前遣往围朝鲜王之和硕豫亲王遣启心郎祁充格
tere juwe nofi durihekv, bi emhun dosifi duka durime gaiha,	二人未得，彼独自攻取城门，
musei gurun -i xajin, sini han ama -i gisun be funiyehe gese jurqeqi ojorakv kai,	“我国法度，尔汗父之言丝毫不可违也。
wang ni galai hiyan dabufi dere de sisifi ini hafasa be gaifi ilan jergi niyakvrafi uyun jergi hengkilehe,	礼毕，王入府内，立于西侧。
etuhe etuku be, yaluha morin be monggoso uqarafi durihe seme, emu ehe etuku gvwa -i morin be emke taka baifi yalufi jifi,	衣服、马匹尽为蒙古掠去，遂衣着褴褛，暂借他人马匹乘之而归。
orin nadan de, yuwan du tang ni qouha musei gidafi funqehengge, heqen -i xun dekdere julergi hoxo de ing hadafi jase jafafi bi seme afaname genefi, qouha faidafi hanqi ibebufi ilibuha,	二十七日，闻我军击败后残余之袁都堂军于城东南隅安营扎寨，即令我兵往攻。命兵列阵，逼近而营。
weqehe bithei gisun,	圣汗谕令文武首辅大臣至福陵神位前燃香灯，供献各色果品，酹酒祭奠，敬谨致祭。
jehei honjin erei kutule ilan,	哲赫浑津贡其跟役三人。
tere fonde mini gvnin be bahafi dubemburakv, weile be bahafi waqihiyarakv, ele beye gebu juwe gemu efujeqi, udu banjiqibe inu buqehe gese kai,	彼时，臣志不得遂，事不能终，身败名裂，虽生犹死矣。
mama -i medege selgiyefi biqi, musei eshun beise, monggo -i eshun beise be bederebuqi antaka,	倘遇时行痘疾，可令我未出痘之诸贝勒及蒙古未出痘之诸贝勒还，何如。
tere inenggi, kvrqan baksi, ui jaisang emu gvsai sunjata bayara be gaifi, de xeng pu -i duka de benehe bithei medege be fonjinafi jihe.	是日，库尔禅巴克什、卫斋桑率每旗护军五人往德胜堡城门，询问彼复书消息毕而还。
nikan -i iui lin -i ba -i wang fujiyang, han -i hoton qi emhun ukame jihe,	汉人玉林之王副将孤身自京城逃来。
qahar han, kalka be efulefi gamafi, beise -i dele juxen niyalma be daruga sindara,	察哈尔汗破喀尔喀，私分诸贝勒之诸申人等，
amin beile, munggatu be fonjibume, abkai kesi de, han, beise amba nikan gurun be dailame genefi, sain -i yabuhau seme fonjire jakade,	贝勒阿敏令孟阿图问曰：“仰承天恩，汗及诸贝勒往征大明国，往来安宁无恙乎。”
hvsibu -i gvsai qoktu, qang ping ni hoton de kalka isibuhakv, siuwan fu -i qouha be gvsai ejen -i emgi gidaha be emhun gidaha seme holtome bithe unggihe,	胡希布旗下绰克图，攻昌平城时，未携至盾；又，本与固山额真合兵击败宣府敌军，竟赍书诈称独自击败之。
tere heqen de morin majige teyebume indefi, gvsin de julesi dosifi, du tang ni tehe zun hvwa heqen -i amala iliha.	入该城驻营歇马。三十日前进，至都堂所驻遵化城北而营。”
ere ejen oihorilaqi ojorakv,	此君不可慢。
beyei yaluha duin sain morin buqehe,	所乘良马四均毙阵前。
han morin be tuwafi qoktu taiji -i ilan morin be gaiha,	汗览毕，纳绰克图台吉马三，
gvwa morin be karaqin geli ambula jafahabi,	余马多为喀喇沁部人所获。
buya bithesi burhai, jengkune, liu guwang deu de orita yan menggun xangnaha,	奉圣汗谕旨，赐户部参政马远龙、董国荫、任明世各狰猞猁狲皮端罩一；兵部参政郎绍正貂镶皮袄、猞猁狲皮端罩；
ere giyansi gajiha bithe, gin iugi, xi gyun de unggihe bihe,	该奸细所携书，乃金游击致石军者，
elqin be waqi wakini,	杀尔使者，
gutei tabunang be gaiha de, bata -i juwan niyalma nukqime genere be amqanafi emu niyalma be saqime waha,	征古特依塔布囊时，见敌十人突围，追之，斩一人。
uheri uyunju jakvn angga,	共计九十八口。
nikan -i du yuwanxuwai kung iu de, zung bing guwan geng jung ming, zung bing guwan xang k’o hi sebe gung ilgafi,	分叙汉军都元帅孔有德、总兵官耿仲明、总兵官尚可喜等功，
baihvlai be, jang douli de biyaluha seme tanggv xusiha tuhebufi menggun gaiha,	拜胡赖战张道台兵时退缩，拟鞭一百，准以银折赎。
dahaha irgen -i aika jaka nungnere, tariha usin be fehutere, maise ulebure, faquhvn yabuqi, gaifi genehe jalan -i ejen janggin de weile,	倘有侵掠降民诸物，践踏田禾，以麦秣马，恣意妄行者，则治其为首甲喇额真及章京之罪。
tofohon de, julgetu de indehe.	十五日，驻跸珠勒格图。
hvturingga munggan de weqere de, hengkilere doro inu ere songko.	祭福陵典礼亦如此。
dondohoi, tai baturu, toktohoi, laisa, dusg’ar, ere sunja de emte gequheri, nadata moqin,	敦多惠、台巴图鲁、托克托惠、赖萨、杜斯格尔五人，各蟒缎一、毛青布七；
buqehe niyalmai grran be soha seme ai tusa,	彼等岂因抛撒骸骨而于九泉之下有所痛楚耶。
han, ini hvwaliyasun gosin jurgan be, dalingho qi iqe gajiha hafasa inu tuwakini,	乃汗欲以和睦仁爱之养，俾大凌河新降各官观之。
bayan beile, juwe xanggiyan, gulu lamun, monggo -i ilan gvsa, tumet -i nadan gvsa, xui si keu be dosime jidere de, jase dukai ninggude bata iliha be, tumet -i yafahan, suna efu -i karaqin -i yafahan be, ubai, nomuntu be kadalame dosimbu seme afabufi, tere be gidaha,	饶余贝勒率二白旗、正蓝旗、蒙古三旗、土默特七旗入碎石口而来时，见敌兵营于边门之上，遂命乌拜、诺门图督率土默特步兵及苏纳额驸所属喀喇沁步兵往攻，败之。
nikan han -i beye nan ging de burulaha de, tere gebu antaka,	明帝遁往南京，其声名如何。
amba gebu be gaifi amba sourin de tehe,	圣汗既受尊号，正大位，
jai oqi, amba gebu be toktobuki sere giyan bihe kai,	疏于此，不可不谓王之大错也。
asan, ilaqi jergi fujiyang be yung ping ni hoton be hvlhame gaiha turgunde, ilaqi jergi zung bing guwan obuha.	身被创二处，是以擢升。
aisin ijuha menggun -i tampin juwe, aisin ijuha menggun -i jakvn enduri hvntahan juwe, bai menggun -i hvntahan duin.	献汗各色缎一百、各色衣服八及
be biqibe abkai gamara dube be donjime tere dabala,	汗曾致书谕我等云，勿妄张声势，唯祈天以待等语。
orin juwe de, solho qi emu hafan, emu tungse, uheri juwan ninggun niyalma elqin jihe seme inggvldai alanjiha.	二十二日，英古尔岱来报：“朝鲜遣官一员及通事一人，共使者十六人至。”
ineku juwan ilan de, dalingho de dahaha hafasa de ejehe bithe buhe.	是日，赐大凌河归附各官敕书。
jase tuqire de hahana -i emgi ashan de bihe be, tui janggin muqengge -i emgi bihe seme holtoho,	出边时本与哈哈纳行于一侧，竟诳言与纛章京穆成格同行。
eiten narhvn bithe, hafasa be wesibuhe wasibuha dangse, geren -i wesimbuhe bithe be aqabume dasafi suduri arambi,	一切机密文移，官员升降文册及诸臣奏章，汇纂史书；
jirgalang beile de orin ilan morin, ilan temen, sahaliyen beile de juwan nadan morin, juwe temen buhebi,	进济尔哈朗贝勒马二十三、驼三，萨哈廉贝勒马十七、驼二。
meni geren goloi beise ambasa be takvrafi, wang de uhei hebdeki seme unggihe,	遣我各部贝勒大臣与王共议。
zu -i niyamangga niyalma be asaraha bihe,	祖之亲属概行羁留，
han de aqara de, aldangga emu jergi hengkilehe,	见汗时，遥拜一次，
qekqemu -i guqu dasamu, basatai, kitat, sonom, ere duin niyalma de suje -i monggorokv sindame xanggiyan samsu -i sijigiyan emte, lamun -i gahari fakvri emte,	车克车木之从者达萨木、巴萨太、奇塔特、索诺木四人，各蟒缎镶白蓝布袍一、蓝布衫裤一；
hasi xatan emu xoro, janquhvn usiha emu moro, bandu bele emu sin, ufa emu sin, dabsun emu sin, nure emu malu, arki emu malu,	柿饼一筐、栗子一金斗、粳米一金斗、面一金斗、盐一金斗、黄酒一大瓶、烧酒一大瓶。
dureng giyvn wang ni onoi be niyalma waha feye baha seme juwe morin buhe,	杜棱郡王下鄂诺依，因杀人受伤，赏马二。
ineku juwan duin de, juleri unggihe doroi yoto beile, ping r’ang ni hoton de isinafi medege fonjiqi, enduringge han -i qouha jidere be donjifi, horon algin be aliqi ojorakv, ping r’ang ni du tang burulame genehebi seme barang medege alanjiha.	是日，前遣之多罗贝勒岳托遣巴朗前来报信，言兵至平壤，探知平壤都堂闻圣汗军至，知军威不能敌，业已遁去等语。
tun de hoton heqen biu,	我诚欲攻取岛屿，当毛文龙与我盟誓天地，而后负盟，擒我之使者献其帝时，攻其岛屿，不能得乎，
suduri yamun -i ashan -i bithei da loxo, bithesi jasuka mejige alanjime isinjiha,	国史院学士罗硕、笔帖式扎苏喀前来报信，
tanaka, yalai, buxuku, tuyantu, holohoi, holo, wenje, dumbai, tunggoi, maltu, lii ming, sakqa, dung ting yuwan, bordoi, tabixan -i jui yahai, karun -i yemji,	塔纳喀、雅赖、布舒库、土延图、何洛惠、和洛、温哲、杜木拜、佟贵、马尔图、李明、萨克察、董廷远、博尔堆、塔毕善之子雅海、哨探叶木济、
neneme karun genehe asan, lousa, tumsi be hvlafi aisin -i hvntahan de arki tebufi han -i galai buhe,	次赐蒙古诸贝勒饮。
te mini jihengge inu doroi jalin aqara babe ambula gvnime jihe,	今我之来，亦为和好，
manju gurun -i sure han -i karaqin de takvraha elqin be, qahar -i dolot gurun juwe jergi tosofi waha manggi,	满洲国天聪汗遣往喀喇沁使臣，为察哈尔多罗特部两次截杀。
agvn -i ahvn deu de hendufi nukte be wargi baru nukteme guri,	务转谕阿衮兄弟，向西移营。
dashvwan ergi biyaluqi, dubei jalan be gaifi dosika seme iugi obuha.	见左翼退缩，杨率末甲喇进战，故擢为游击。
ere mudan qouha genefi siuwan fu de doro aqafi jihe,	恐不能与妻子相见，故如此耶。
han enqu aisin -i hvntahan de omiha,	汗另以金盅自饮。
iui zi jang tai, ma giya hv tai, qen hing pu tai, ere ilan tai be pou sindame gaiha,	以炮攻于子章台及马家湖台、陈兴堡等三台，尽克之。
ilduqi -i baha olji juwe tanggv gvsin emu niyalma, susai juwe eihen, ilan tanggv dehi ihan, sunja tanggv honin, uheri emu minggan emu tanggv orin emu.	伊勒都齐俘获人二百三十一、驴五十二、牛三百四十、羊五百，共一千一百二十一。
dondob -i nirui janggin -i gebu,	端多布所属牛录章京姓名：
qahar mini heqen de isinjire mujanggau,	察哈尔能至我城下乎，
orin ilan de, siu yan de tehe giyamsun, karun -i tatan -i ejen haida, ilan nikan be bahafi benjihe.	二十三日，驻守岫岩之嘉木孙、哨探队首海达获三汉人送来。
aisin gurun -i han -i bithe, daiming gurun -i yuwan amba niyalma de unggihe,	“金国汗致书大明国袁大人：
tuqifi aika weile oqi, bi darakv,	出而有事，我不救援，
wang zi deng, si dade sele urebure wei guwan bihe,	“王子登，尔原系监督冶铁之卫官。
alaha niyalma inu oqi, yabuhakv niyalma be waki seme dere fularafi jili banjime hendufi morilaha,	若告者实，则诛其不听差遣者。”怒形于色，上马。
suweni qouha be jidere ayou seme alime bikai,	正欲俟尔援兵来也。
amban -i ilan weile -i jalin olhome generakv babe sarkv kai,	臣之惧而不敢往者有三事，谅汗不知也。
zang jung giyvn -i emu qiyanzung,	臧中军下千总一员、
emu morin sunja ihan nadan -eihen baha.	往攻城西五里外大路之台，尽杀其人，
ilan biyai iqe de, heqen de werihe amin beile, degelei taiji, neneme jihe yoto taiji, houge taiji,	三月初一日，留城驻守之贝勒阿敏、台吉德格类及先还之台吉岳托、台吉豪格，
gemu han, beise -i juleri dain -i bade ainame bahafi sabubume hvsun bure seme gvnihakv biheu,	岂未思有一日当汗及诸贝勒面于阵前尽忠效力乎。
emu haqin ilan hvwaxan nikan be du diyei bithe arahakv gidafi ini boude aha obuha,	一件，有汉僧三人，未写度牒，隐匿其家中为奴；
juwan morin, foloho enggemu hadala ilan, yarha -i soforo enggemu emke, niruha enggemu emke, wehe nimaha enggemu sunja,	马十匹，备有雕鞍辔三、豹皮坐鞍一、画鞍一、石鱼皮鞍五，
jai sini harangga ba -i hafasa be kemuni kadala,	坚固城池。
ere ilan weile -i turgunde hoihoqi be wame beidefi, enduringge han de wesimbure jakade,	以此三款，拟惠霍齐死罪，入奏圣汗。
iqi ergi hehe hafan de alibume bufi, hehe hafan niyakvrafi alime gaifi juwe galai wesihun tukiyeme jafafi fu r’in de alibuha,	夫人跪受之，授与左侧女官，女官跪受之，横向东立。
sure han -i duiqi aniya duin biyai iqe juwe.	我能夺之乎。”
tofohon morin baha.	获马十五匹。
geren gemu ibembi,	众皆进前。
juxen gaiha.	罢固山额真职，
